Temperature gradient of pure water absorption (m-1  degC-1)
after Roettgers et al. (2013) [1] as distributed with the Water Color Simulator 6 (WASI6) [2]

[1] Roettgers et al. (2013): Pure water spectral absorption, scattering, and real part of refractive index model.
                             Algorithm Theoretical Basis Document "The Water Optical Properties Processor (WOPP).
							 Distribution: Marc Bouvet, ESA/ESRIN
							 Revision 7, May 2013
[2] Gege (2021): The Water Colour Simulator WASI. User manual for WASI version 6.

wavelength_nm	daW/dT
1898	48.616773
1899	49.61958
1900	50.622387
1901	51.461274
1902	52.300161
1903	52.762996
1904	53.22583
1905	53.302969
1906	53.380108
1907	52.673803
1908	51.967499
1909	51.227446
1910	50.487394
1911	49.284508
1912	48.081621
1913	46.796774
1914	45.511927
1915	43.761835
1916	42.011743
1917	39.957916
1918	37.90409
1919	35.623667
1920	33.343245
1921	30.913366
1922	28.483486
1923	26.015037
1924	23.546588
1925	20.967252
1926	18.387916
1927	16.117136
1928	13.846356
1929	11.483973
1930	9.12159
1931	6.9472335
1932	4.772877
1933	2.7479775
1934	0.723078
1935	-1.137901
1936	-2.99888
1937	-4.686296
1938	-6.373712
1939	-7.897208
1940	-9.420704
1941	-10.78028
1942	-12.139855
1943	-13.306583
1944	-14.47331
1945	-15.538793
1946	-16.604276
1947	-17.539586
1948	-18.474897
1949	-19.308963
1950	-20.143029
1951	-20.909598
1952	-21.676167
1953	-22.355954
1954	-23.035742
1955	-23.623928
1956	-24.212113
1957	-24.732801
1958	-25.253489
1959	-25.711502
1960	-26.169515
1961	-26.545568
1962	-26.921621
1963	-27.268746
1964	-27.615872
1965	-27.900323
1966	-28.184773
1967	-28.430653
1968	-28.676534
1969	-29.189749
1970	-29.702965
1971	-29.522652
1972	-29.34234
1973	-29.679823
1974	-30.017307
1975	-30.020682
1976	-30.024056
1977	-30.190508
1978	-30.356959
1979	-30.344906
1980	-30.332853
1981	-30.429156
1982	-30.52546
1983	-30.523049
1984	-30.520639
1985	-30.549205
1986	-30.57777
1987	-30.492556
1988	-30.407341
1989	-30.422528
1990	-30.437714
1991	-30.413246
1992	-30.388779
1993	-30.300672
1994	-30.212565
1995	-30.126145
1996	-30.039725
1997	-29.96584
1998	-29.891956
1999	-29.715501
2000	-29.539045
2001	-29.461062
2002	-29.383079
2003	-29.25592
2004	-29.128761
2005	-28.958694
2006	-28.788626
2007	-28.660383
2008	-28.532139
2009	-28.371111
2010	-28.210084
2011	-28.05231
2012	-27.894537
2013	-27.720613
2014	-27.546688
2015	-27.371197
2016	-27.195706
2017	-27.001412
2018	-26.807118
2019	-26.617765
2020	-26.428413
2021	-26.226405
2022	-26.024398
2023	-25.817207
2024	-25.610016
2025	-25.397402
2026	-25.184788
2027	-24.96217
2028	-24.739551
2029	-24.522115
2030	-24.304679
2031	-24.090739
2032	-23.876799
2033	-23.642971
2034	-23.409143
2035	-23.173628
2036	-22.938113
2037	-22.714531
2038	-22.490948
2039	-22.258446
2040	-22.025944
2041	-21.78621
2042	-21.546477
2043	-21.317953
2044	-21.089428
2045	-20.853552
2046	-20.617675
2047	-20.380955
2048	-20.144234
2049	-19.904862
2050	-19.66549
2051	-19.433832
2052	-19.202174
2053	-18.963043
2054	-18.723912
2055	-18.487312
2056	-18.250712
2057	-18.019054
2058	-17.787396
2059	-17.557305
2060	-17.327213
2061	-17.096278
2062	-16.865343
2063	-16.643086
2064	-16.42083
2065	-16.190257
2066	-15.959683
2067	-15.742006
2068	-15.524329
2069	-15.306411
2070	-15.088494
2071	-14.872625
2072	-14.656756
2073	-14.442816
2074	-14.228876
2075	-14.030484
2076	-13.832092
2077	-13.622973
2078	-13.413854
2079	-13.206302
2080	-12.998749
2081	-12.809156
2082	-12.619563
2083	-12.430693
2084	-12.241823
2085	-12.03861
2086	-11.835397
2087	-11.648817
2088	-11.462236
2089	-11.277344
2090	-11.092451
2091	-10.919853
2092	-10.747254
2093	-10.567785
2094	-10.388317
2095	-10.207161
2096	-10.026004
2097	-9.857383
2098	-9.688762
2099	-9.521949
2100	-9.355136
2101	-9.1953135
2102	-9.035491
2103	-8.873017
2104	-8.710543
2105	-8.558555
2106	-8.406567
2107	-8.265065
2108	-8.123563
2109	-7.971816
2110	-7.820069
2111	-7.674228
2112	-7.528387
2113	-7.3901395
2114	-7.251892
2115	-7.115814
2116	-6.979736
2117	-6.839198
2118	-6.69866
2119	-6.568488
2120	-6.438316
2121	-6.3216435
2122	-6.204971
2123	-6.07733
2124	-5.949689
2125	-5.8162625
2126	-5.682836
2127	-5.5586905
2128	-5.434545
2129	-5.322211
2130	-5.209877
2131	-5.093084
2132	-4.976291
2133	-4.8522655
2134	-4.72824
2135	-4.6202455
2136	-4.512251
2137	-4.413537
2138	-4.314823
2139	-4.2014045
2140	-4.087986
2141	-3.9763755
2142	-3.864765
2143	-3.7752115
2144	-3.685658
2145	-3.59514
2146	-3.504622
2147	-3.4038595
2148	-3.303097
2149	-3.2045035
2150	-3.10591
2151	-3.0152715
2152	-2.924633
2153	-2.838816
2154	-2.752999
2155	-2.67357
2156	-2.594141
2157	-2.5112165
2158	-2.428292
2159	-2.34139
2160	-2.254488
2161	-2.1802415
2162	-2.105995
2163	-2.030182
2164	-1.954369
2165	-1.87723
2166	-1.800091
2167	-1.728135
2168	-1.656179
2169	-1.5935035
2170	-1.530828
2171	-1.461041
2172	-1.391254
2173	-1.314115
2174	-1.236976
2175	-1.1712875
2176	-1.105599
2177	-1.0490705
2178	-0.992542
2179	-0.9449325
2180	-0.897323
2181	-0.82609
2182	-0.754857
2183	-0.6622905
2184	-0.569724
2185	-0.513798
2186	-0.457872
2187	-0.411709
2188	-0.365546
2189	-0.3221555
2190	-0.278765
2191	-0.2297095
2192	-0.180654
2193	-0.1484725
2194	-0.116291
2195	-0.0859175
2196	-0.055544
2197	-0.026858
2198	0.001828
2199	0.0335275
2200	0.065227
2201	0.090056
2202	0.114885
2203	0.144897
2204	0.174909
2205	0.21384
2206	0.252771
2207	0.296162
2208	0.339553
2209	0.3908985
2210	0.442244
2211	0.491179
2212	0.540114
2213	0.591098
2214	0.642082
2215	0.696441
2216	0.7508
2217	0.80311
2218	0.85542
2219	0.9053195
2220	0.955219
2221	1.0054795
2222	1.05574
2223	1.104193
2224	1.152646
2225	1.2045945
2226	1.256543
2227	1.296318
2228	1.336093
2229	1.3749035
2230	1.413714
2231	1.452404
2232	1.491094
2233	1.5232755
2234	1.555457
2235	1.5917365
2236	1.628016
2237	1.654653
2238	1.68129
2239	1.712025
2240	1.74276
2241	1.7679505
2242	1.793141
2243	1.8235145
2244	1.853888
2245	1.8735345
2246	1.893181
2247	1.9155995
2248	1.938018
2249	1.9665835
2250	1.995149
2251	2.024076
2252	2.053003
2253	2.076386
2254	2.099769
2255	2.1255625
2256	2.151356
2257	2.174377
2258	2.197398
2259	2.2193345
2260	2.241271
2261	2.2691135
2262	2.296956
2263	2.326847
2264	2.356738
2265	2.380362
2266	2.403986
2267	2.4272485
2268	2.450511
2269	2.4734115
2270	2.496312
2271	2.5219845
2272	2.547657
2273	2.566701
2274	2.585745
2275	2.607561
2276	2.629377
2277	2.646974
2278	2.664571
2279	2.6773475
2280	2.690124
2281	2.7094085
2282	2.728693
2283	2.7411075
2284	2.753522
2285	2.7724455
2286	2.791369
2287	2.80752
2288	2.823671
2289	2.8311435
2290	2.838616
2291	2.85537
2292	2.872124
2293	2.881284
2294	2.890444
2295	2.899966
2296	2.909488
2297	2.9175635
2298	2.925639
2299	2.933353
2300	2.941067
2301	2.945647
2302	2.950227
2303	2.9564945
2304	2.962762
2305	2.969391
2306	2.97602
2307	2.9781895
2308	2.980359
2309	2.982408
2310	2.984457
2311	2.984457
2312	2.984457
2313	2.984457
2314	2.984457
2315	2.9889165
2316	2.993376
2317	2.985783
2318	2.97819
2319	2.983011
2320	2.987832
2321	2.9874705
2322	2.987109
2323	2.9828905
2324	2.978672
2325	2.978672
2326	2.978672
2327	2.975538
2328	2.972404
2329	2.9720425
2330	2.971681
2331	2.9720425
2332	2.972404
2333	2.972404
2334	2.972404
2335	2.9748145
2336	2.977225
2337	2.9738505
2338	2.970476
2339	2.976382
2340	2.982288
2341	2.9826495
2342	2.983011
2343	2.9851805
2344	2.98735
2345	2.99193
2346	2.99651
2347	3.001452
2348	3.006394
2349	3.0172415
2350	3.028089
2351	3.0359235
2352	3.043758
2353	3.0525565
2354	3.061355
2355	3.074734
2356	3.088113
2357	3.100889
2358	3.113665
2359	3.130901
2360	3.148137
2361	3.1644085
2362	3.18068
2363	3.203942
2364	3.227204
2365	3.244078
2366	3.260952
2367	3.2924105
2368	3.323869
2369	3.3506265
2370	3.377384
2371	3.4118555
2372	3.446327
2373	3.4753745
2374	3.504422
2375	3.537568
2376	3.570714
2377	3.621457
2378	3.6722
2379	3.7099255
2380	3.747651
2381	3.797671
2382	3.847691
2383	3.8855375
2384	3.923384
2385	3.97943
2386	4.035476
2387	4.0923665
2388	4.149257
2389	4.208678
2390	4.268099
2391	4.335475
2392	4.402851
2393	4.4609465
2394	4.519042
2395	4.5942525
2396	4.669463
2397	4.7267145
2398	4.783966
2399	4.8530295
2400	4.922093
2401	5.0634745
2402	5.204856
2403	5.386615
2404	5.568374
2405	5.503288
2406	5.438202
2407	5.504734
2408	5.571266
2409	5.647441
2410	5.723616
2411	5.842217
2412	5.960818
2413	6.058206
2414	6.155594
2415	6.259732
2416	6.36387
2417	6.493078
2418	6.622286
2419	6.7105135
2420	6.798741
2421	6.924092
2422	7.049443
2423	7.180097
2424	7.310751
2425	7.395122
2426	7.479493
2427	7.5956835
2428	7.711874
2429	7.89749
2430	8.083106
2431	8.168441
2432	8.253776
2433	8.3690025
2434	8.484229
2435	8.6206685
2436	8.757108
2437	8.906565
2438	9.056022
2439	9.197283
2440	9.338544
2441	9.513071
2442	9.687598
2443	9.825002
2444	9.962406
2445	10.012064
2446	10.061722
2447	10.351475
2448	10.641229
2449	10.719815
2450	10.7984
2451	10.962803
2452	11.127205
2453	11.31041
2454	11.493615
2455	11.657535
2456	11.821456
2457	12.014304
2458	12.207151
2459	12.390356
2460	12.573562
2461	12.761588
2462	12.949614
2463	13.161746
2464	13.373879
2465	13.586012
2466	13.798144
2467	14.015097
2468	14.232051
2469	14.458647
2470	14.685243
2471	14.931124
2472	15.177004
2473	15.432527
2474	15.68805
2475	15.943573
2476	16.199096
2477	16.464261
2478	16.729427
2479	17.013877
2480	17.298327
2481	17.602062
2482	17.905797
2483	18.209532
2484	18.513267
2485	18.845929
2486	19.178591
2487	19.520896
2488	19.8632
2489	20.224789
2490	20.586378
2491	20.947968
2492	21.309557
2493	21.685609
2494	22.061662
2495	22.456999
2496	22.852337
2497	23.266959
2498	23.681582
2499	24.110667
2500	24.539753
2501	24.992945
2502	25.446137
2503	25.889686
2504	26.333236
2505	26.791249
2506	27.249262
2507	27.731381
2508	28.2135
2509	28.70044
2510	29.18738
2511	29.67432
2512	30.16126
2513	30.677127
2514	31.192995
2515	31.708862
2516	32.224729
2517	32.740597
2518	33.256464
2519	33.796437
2520	34.33641
2521	34.871562
2522	35.406714
2523	35.912939
2524	36.419164
2525	37.031455
2526	37.643746
2527	38.212647
2528	38.781547
2529	39.345626
2530	39.909705
2531	40.488247
2532	41.06679
2533	41.645333
2534	42.223876
2535	42.792776
2536	43.361676
2537	43.940219
2538	44.518762
2539	45.082841
2540	45.64692
2541	46.210999
2542	46.775078
2543	47.348799
2544	47.922521
2545	48.496243
2546	49.069964
2547	49.629222
2548	50.18848
2549	50.723632
2550	51.258784
2551	51.793936
2552	52.329088
2553	52.854598
2554	53.380108
2555	53.881512
2556	54.382915
2557	54.884318
2558	55.385722
2559	55.891947
2560	56.398172
2561	56.899576
2562	57.40098
2563	57.907204
2564	58.413429
2565	58.94376
2566	59.474091
2567	59.994779
2568	60.515468
2569	60.999997
2570	61.484527
2571	61.973878
2572	62.463228
2573	62.911599
2574	63.35997
2575	63.822804
2576	64.285638
2577	64.705082
2578	65.124525
2579	65.611465
2580	66.098405
2581	66.56606
2582	67.033716
2583	67.486908
2584	67.940099
2585	68.42704
2586	68.91398
2587	69.444311
2588	69.974641
2589	70.45676
2590	70.938879
2591	71.445104
2592	71.951329
2593	72.462375
2594	72.973421
2595	73.441077
2596	73.908732
2597	74.42942
2598	74.950109
2599	75.528651
2600	76.107194
2601	76.65681
2602	77.206425
2603	77.75604
2604	78.305656
2605	78.898663
2606	79.491669
2607	80.021999
2608	80.55233
2609	81.179085
2610	81.80584
2611	82.519376
2612	83.232912
2613	83.951269
2614	84.669626
2615	85.359056
2616	86.048486
2617	86.83434
2618	87.620194
2619	88.33373
2620	89.047266
2621	89.852405
2622	90.657543
2623	91.602496
2624	92.547449
2625	93.492402
2626	94.437356
2627	95.367845
2628	96.298335
2629	97.41685
2630	98.535366
2631	99.533353
2632	100.53134
2633	101.72217
2634	102.91301
2635	104.26776
2636	105.62252
2637	106.76514
2638	107.90776
2639	109.11788
2640	110.328
2641	111.63936
2642	112.95072
2643	114.18977
2644	115.42881
2645	116.6775
2646	117.92619
2647	119.69074
2648	121.4553
2649	123.06558
2650	124.67585
2651	126.36809
2652	128.06033
2653	130.11416
2654	132.16798
2655	133.947
2656	135.72602
2657	137.52915
2658	139.33227
2659	141.35573
2660	143.37919
2661	146.61103
2662	149.84286
2663	154.69265
2664	159.54244
2665	163.45892
2666	167.3754
2667	171.51097
2668	175.64655
2669	180.42178
2670	185.197
2671	189.06954
2672	192.94207
2673	197.26776
2674	201.59345
2675	205.78722
2676	209.98099
2677	214.26265
2678	218.54431
2679	224.47715
2680	230.40998
2681	237.5181
2682	244.62623
2683	253.01453
2684	261.40284
2685	268.34746
2686	275.29208
2687	285.14738
2688	295.00268
2689	306.66927
2690	318.33586
2691	330.52071
2692	342.70556
2693	355.53711
2694	368.36867
2695	383.06043
2696	397.7522
2697	415.34746
2698	432.94272
2699	449.7571
2700	466.57147
2701	485.17684
2702	503.78221
2703	524.34123
2704	544.90026
2705	568.00894
2706	591.11762
2707	617.78734
2708	644.45706
2709	673.04796
2710	701.63886
2711	732.03671
2712	762.43456
2713	793.90574
2714	825.37693
2715	858.59712
2716	891.81731
2717	926.27714
2718	960.73697
2719	996.5979
2720	1032.4588
2721	1069.1961
2722	1105.9333
2723	1145.4732
2724	1185.0131
2725	1226.336
2726	1267.6589
2727	1307.3202
2728	1346.9816
2729	1388.5988
2730	1430.2159
2731	1471.7718
2732	1513.3277
2733	1553.5083
2734	1593.6888
2735	1632.5121
2736	1671.3355
2737	1709.4945
2738	1747.6536
2739	1783.4448
2740	1819.236
2741	1852.2731
2742	1885.3101
2743	1913.8876
2744	1942.4651
2745	1968.0101
2746	1993.5551
2747	2018.4169
2748	2043.2788
2749	2063.8773
2750	2084.4758
2751	2101.3489
2752	2118.2221
2753	2130.9716
2754	2143.721
2755	2152.5707
2756	2161.4204
2757	2168.6922
2758	2175.964
2759	2175.7805
2760	2175.597
2761	2171.1774
2762	2166.7578
2763	2161.6628
2764	2156.5679
2765	2150.7495
2766	2144.9311
2767	2135.5974
2768	2126.2638
2769	2111.6831
2770	2097.1023
2771	2078.9893
2772	2060.8763
2773	2043.4001
2774	2025.9238
2775	2009.3142
2776	1992.7046
2777	1971.7417
2778	1950.7788
2779	1925.8197
2780	1900.8606
2781	1877.4388
2782	1854.0171
2783	1828.4077
2784	1802.7983
2785	1774.4735
2786	1746.1487
2787	1716.0239
2788	1685.8991
2789	1655.7913
2790	1625.6834
2791	1594.9613
2792	1564.2391
2793	1526.9855
2794	1489.7318
2795	1450.766
2796	1411.8002
2797	1369.0118
2798	1326.2234
2799	1286.5384
2800	1246.8534
2801	1207.2761
2802	1167.6988
2803	1130.078
2804	1092.4571
2805	1046.762
2806	1001.0668
2807	951.4528
2808	901.83878
2809	854.51247
2810	807.18617
2811	763.36469
2812	719.5432
2813	671.91465
2814	624.28609
2815	578.31534
2816	532.34459
2817	491.18308
2818	450.02157
2819	401.22869
2820	352.43581
2821	297.21148
2822	241.98716
2823	192.7902
2824	143.59325
2825	92.770359
2826	41.947466
2827	-9.044341
2828	-60.036148
2829	-111.49334
2830	-162.95053
2831	-213.28257
2832	-263.6146
2833	-319.36714
2834	-375.11967
2835	-428.14936
2836	-481.17904
2837	-539.621
2838	-598.06295
2839	-645.35657
2840	-692.65018
2841	-743.54251
2842	-794.43484
2843	-845.86182
2844	-897.28881
2845	-941.07953
2846	-984.87026
2847	-1029.6065
2848	-1074.3428
2849	-1130.9696
2850	-1187.5964
2851	-1237.7175
2852	-1287.8387
2853	-1334.9885
2854	-1382.1383
2855	-1442.7487
2856	-1503.3591
2857	-1553.8641
2858	-1604.3692
2859	-1655.6412
2860	-1706.9132
2861	-1763.4736
2862	-1820.034
2863	-1876.012
2864	-1931.9899
2865	-1986.2863
2866	-2040.5827
2867	-2096.0891
2868	-2151.5956
2869	-2201.0484
2870	-2250.5013
2871	-2302.1702
2872	-2353.839
2873	-2394.53
2874	-2435.2211
2875	-2479.1152
2876	-2523.0093
2877	-2567.4263
2878	-2611.8433
2879	-2666.4434
2880	-2721.0434
2881	-2761.4838
2882	-2801.9243
2883	-2844.1636
2884	-2886.403
2885	-2939.7867
2886	-2993.1704
2887	-3041.7696
2888	-3090.3688
2889	-3124.4077
2890	-3158.4465
2891	-3215.2829
2892	-3272.1193
2893	-3339.7736
2894	-3407.428
2895	-3470.9114
2896	-3534.3949
2897	-3604.9957
2898	-3675.5966
2899	-3740.6666
2900	-3805.7365
2901	-3869.514
2902	-3933.2914
2903	-3987.615
2904	-4041.9385
2905	-4104.7988
2906	-4167.6591
2907	-4225.2421
2908	-4282.8251
2909	-4307.4121
2910	-4331.9991
2911	-4379.6245
2912	-4427.2499
2913	-4470.7693
2914	-4514.2887
2915	-4563.8121
2916	-4613.3356
2917	-4656.7072
2918	-4700.0788
2919	-4737.3983
2920	-4774.7179
2921	-4815.5357
2922	-4856.3535
2923	-4912.9096
2924	-4969.4657
2925	-5026.7257
2926	-5083.9858
2927	-5137.5565
2928	-5191.1272
2929	-5237.496
2930	-5283.8647
2931	-5335.4694
2932	-5387.074
2933	-5430.6335
2934	-5474.1931
2935	-5536.2588
2936	-5598.3246
2937	-5669.5629
2938	-5740.8012
2939	-5782.251
2940	-5823.7009
2941	-5848.5728
2942	-5873.4447
2943	-5921.2208
2944	-5968.9969
2945	-6014.8981
2946	-6060.7994
2947	-6094.7104
2948	-6128.6214
2949	-6152.5267
2950	-6176.4319
2951	-6205.4219
2952	-6234.4118
2953	-6251.1797
2954	-6267.9477
2955	-6286.5289
2956	-6305.11
2957	-6345.3668
2958	-6385.6237
2959	-6410.3814
2960	-6435.1392
2961	-6452.7875
2962	-6470.4359
2963	-6502.9946
2964	-6535.5533
2965	-6559.7436
2966	-6583.9339
2967	-6600.3591
2968	-6616.7842
2969	-6622.842
2970	-6628.8998
2971	-6617.6832
2972	-6606.4666
2973	-6593.5297
2974	-6580.5928
2975	-6571.7492
2976	-6562.9057
2977	-6573.7584
2978	-6584.6111
2979	-6586.6933
2980	-6588.7754
2981	-6587.755
2982	-6586.7346
2983	-6573.6238
2984	-6560.5129
2985	-6552.7123
2986	-6544.9116
2987	-6544.0254
2988	-6543.1392
2989	-6543.4258
2990	-6543.7123
2991	-6542.1016
2992	-6540.4909
2993	-6534.6492
2994	-6528.8074
2995	-6542.4659
2996	-6556.1244
2997	-6558.5864
2998	-6561.0484
2999	-6564.9271
3000	-6568.8057
3001	-6558.9568
3002	-6549.1078
3003	-6552.7545
3004	-6556.4011
3005	-6569.2919
3006	-6582.1826
3007	-6599.0864
3008	-6615.9903
3009	-6614.5018
3010	-6613.0134
3011	-6617.3623
3012	-6621.7111
3013	-6617.1577
3014	-6612.6043
3015	-6592.9181
3016	-6573.2319
3017	-6556.7235
3018	-6540.2152
3019	-6517.2828
3020	-6494.3505
3021	-6469.6368
3022	-6444.9232
3023	-6415.6297
3024	-6386.3362
3025	-6369.2152
3026	-6352.0941
3027	-6344.0767
3028	-6336.0593
3029	-6329.1356
3030	-6322.2119
3031	-6317.6202
3032	-6313.0284
3033	-6301.4691
3034	-6289.9097
3035	-6276.7592
3036	-6263.6087
3037	-6255.1954
3038	-6246.782
3039	-6240.7011
3040	-6234.6203
3041	-6219.763
3042	-6204.9056
3043	-6193.398
3044	-6181.8903
3045	-6171.5255
3046	-6161.1606
3047	-6151.8525
3048	-6142.5444
3049	-6132.5183
3050	-6122.4922
3051	-6121.2894
3052	-6120.0866
3053	-6114.7654
3054	-6109.4443
3055	-6095.9599
3056	-6082.4754
3057	-6076.9369
3058	-6071.3983
3059	-6060.6726
3060	-6049.9468
3061	-6038.2292
3062	-6026.5115
3063	-6007.0731
3064	-5987.6346
3065	-5966.3948
3066	-5945.1549
3067	-5918.8858
3068	-5892.6166
3069	-5865.8584
3070	-5839.1002
3071	-5813.8298
3072	-5788.5593
3073	-5764.3854
3074	-5740.2114
3075	-5711.2427
3076	-5682.2739
3077	-5666.5342
3078	-5650.7945
3079	-5634.9028
3080	-5619.011
3081	-5595.9927
3082	-5572.9743
3083	-5549.3939
3084	-5525.8135
3085	-5516.2436
3086	-5506.6737
3087	-5489.6543
3088	-5472.635
3089	-5450.9233
3090	-5429.2116
3091	-5408.9937
3092	-5388.7758
3093	-5372.258
3094	-5355.7402
3095	-5333.9542
3096	-5312.1682
3097	-5290.4446
3098	-5268.7211
3099	-5246.3669
3100	-5224.0126
3101	-5200.5714
3102	-5177.1301
3103	-5153.479
3104	-5129.8279
3105	-5106.5447
3106	-5083.2614
3107	-5053.2672
3108	-5023.2731
3109	-4993.9671
3110	-4964.6611
3111	-4937.021
3112	-4909.3809
3113	-4885.2786
3114	-4861.1762
3115	-4834.5167
3116	-4807.8571
3117	-4779.8584
3118	-4751.8596
3119	-4723.7535
3120	-4695.6475
3121	-4676.3422
3122	-4657.0369
3123	-4634.5191
3124	-4612.0012
3125	-4589.7179
3126	-4567.4345
3127	-4545.6281
3128	-4523.8217
3129	-4501.6222
3130	-4479.4227
3131	-4454.5122
3132	-4429.6017
3133	-4402.8743
3134	-4376.1469
3135	-4351.1215
3136	-4326.0961
3137	-4299.6858
3138	-4273.2756
3139	-4244.0001
3140	-4214.7246
3141	-4185.795
3142	-4156.8654
3143	-4125.783
3144	-4094.7005
3145	-4062.5203
3146	-4030.3402
3147	-4001.0403
3148	-3971.7405
3149	-3940.6926
3150	-3909.6446
3151	-3878.3403
3152	-3847.0361
3153	-3816.195
3154	-3785.3538
3155	-3754.0669
3156	-3722.78
3157	-3691.8836
3158	-3660.9873
3159	-3632.7733
3160	-3604.5594
3161	-3576.0955
3162	-3547.6317
3163	-3517.6688
3164	-3487.7058
3165	-3459.1209
3166	-3430.536
3167	-3403.4636
3168	-3376.3913
3169	-3348.4356
3170	-3320.4799
3171	-3292.6563
3172	-3264.8326
3173	-3238.1467
3174	-3211.4608
3175	-3184.3005
3176	-3157.1401
3177	-3128.5793
3178	-3100.0185
3179	-3073.2922
3180	-3046.5659
3181	-3021.4934
3182	-2996.421
3183	-2970.5343
3184	-2944.6477
3185	-2918.6505
3186	-2892.6533
3187	-2866.4424
3188	-2840.2315
3189	-2813.2256
3190	-2786.2198
3191	-2760.1691
3192	-2734.1184
3193	-2708.5673
3194	-2683.0162
3195	-2657.8489
3196	-2632.6815
3197	-2609.0383
3198	-2585.3952
3199	-2561.4425
3200	-2537.4898
3201	-2514.0559
3202	-2490.6221
3203	-2467.5786
3204	-2444.535
3205	-2422.0099
3206	-2399.4847
3207	-2376.1075
3208	-2352.7303
3209	-2329.7714
3210	-2306.8126
3211	-2284.2718
3212	-2261.7311
3213	-2240.1975
3214	-2218.6639
3215	-2196.4643
3216	-2174.2647
3217	-2152.7646
3218	-2131.2645
3219	-2110.9057
3220	-2090.547
3221	-2070.3743
3222	-2050.2016
3223	-2030.6303
3224	-2011.059
3225	-1991.6954
3226	-1972.3318
3227	-1953.274
3228	-1934.2163
3229	-1915.6528
3230	-1897.0894
3231	-1878.6504
3232	-1860.2113
3233	-1841.9685
3234	-1823.7257
3235	-1805.9668
3236	-1788.208
3237	-1770.5839
3238	-1752.9597
3239	-1735.845
3240	-1718.7303
3241	-1701.972
3242	-1685.2137
3243	-1668.6157
3244	-1652.0176
3245	-1635.9294
3246	-1619.8412
3247	-1604.3489
3248	-1588.8565
3249	-1573.1705
3250	-1557.4844
3251	-1541.8295
3252	-1526.1746
3253	-1511.1043
3254	-1496.034
3255	-1481.3199
3256	-1466.6059
3257	-1452.3739
3258	-1438.1419
3259	-1424.0906
3260	-1410.0393
3261	-1396.2355
3262	-1382.4318
3263	-1368.7195
3264	-1355.0072
3265	-1341.5012
3266	-1327.9952
3267	-1314.7574
3268	-1301.5196
3269	-1288.4828
3270	-1275.4459
3271	-1262.9467
3272	-1250.4475
3273	-1238.3202
3274	-1226.193
3275	-1214.5209
3276	-1202.8488
3277	-1191.689
3278	-1180.5293
3279	-1169.6751
3280	-1158.8209
3281	-1148.0054
3282	-1137.1898
3283	-1126.7249
3284	-1116.26
3285	-1105.4611
3286	-1094.6622
3287	-1083.7625
3288	-1072.8627
3289	-1062.1366
3290	-1051.4105
3291	-1041.095
3292	-1030.7795
3293	-1020.8338
3294	-1010.8882
3295	-1001.3442
3296	-991.80014
3297	-982.41213
3298	-973.02413
3299	-963.87139
3300	-954.71865
3301	-945.5864
3302	-936.45415
3303	-927.54979
3304	-918.64543
3305	-909.93529
3306	-901.22515
3307	-892.66813
3308	-884.1111
3309	-875.70896
3310	-867.30682
3311	-859.36272
3312	-851.41861
3313	-843.443
3314	-835.46738
3315	-827.63148
3316	-819.79558
3317	-812.33864
3318	-804.8817
3319	-797.43689
3320	-789.99209
3321	-782.53657
3322	-775.08105
3323	-767.79612
3324	-760.5112
3325	-753.35438
3326	-746.19755
3327	-739.09646
3328	-731.99536
3329	-725.20632
3330	-718.41728
3331	-711.80085
3332	-705.18442
3333	-698.8282
3334	-692.47198
3335	-686.15747
3336	-679.84296
3337	-673.59767
3338	-667.35237
3339	-661.47272
3340	-655.59306
3341	-649.75143
3342	-643.9098
3343	-638.22653
3344	-632.54327
3345	-626.84906
3346	-621.15486
3347	-615.43801
3348	-609.72115
3349	-604.04461
3350	-598.36807
3351	-592.90783
3352	-587.44759
3353	-582.36698
3354	-577.28637
3355	-572.21507
3356	-567.14377
3357	-562.13179
3358	-557.1198
3359	-552.30069
3360	-547.48159
3361	-542.61582
3362	-537.75005
3363	-533.15014
3364	-528.55022
3365	-524.01341
3366	-519.47659
3367	-514.98773
3368	-510.49887
3369	-506.12493
3370	-501.75099
3371	-497.56139
3372	-493.37179
3373	-489.17599
3374	-484.9802
3375	-480.91725
3376	-476.8543
3377	-472.87176
3378	-468.88921
3379	-464.95067
3380	-461.01212
3381	-457.26415
3382	-453.51617
3383	-449.65415
3384	-445.79213
3385	-441.84605
3386	-437.89997
3387	-433.89947
3388	-429.89897
3389	-425.9565
3390	-422.01404
3391	-418.19246
3392	-414.37089
3393	-410.53154
3394	-406.69219
3395	-403.07983
3396	-399.46747
3397	-395.97331
3398	-392.47915
3399	-388.94785
3400	-385.41655
3401	-382.21104
3402	-379.00554
3403	-376.03629
3404	-373.06703
3405	-370.39345
3406	-367.71987
3407	-365.40913
3408	-363.09839
3409	-361.02691
3410	-358.95542
3411	-357.10404
3412	-355.25266
3413	-353.5201
3414	-351.78754
3415	-350.18297
3416	-348.5784
3417	-346.85288
3418	-345.12735
3419	-343.33504
3420	-341.54273
3421	-339.64382
3422	-337.74491
3423	-335.78057
3424	-333.81623
3425	-331.72976
3426	-329.64329
3427	-327.29707
3428	-324.95086
3429	-322.31246
3430	-319.67405
3431	-316.96534
3432	-314.25663
3433	-311.41768
3434	-308.57873
3435	-305.62434
3436	-302.66995
3437	-299.59795
